text,label_otomatis
"my favourite ! menu yang paling saya suka adalah modanyaki seafood dan salmon , rasa yang tidak bikin enek walau porsi nya banyak : wajib coba deh",Positif
"saya tiba di rumah makan ini pada saat menjelang jam makan siang . awal saya tiba rumah makan ini hanya ada beberapa pengunjung yang sedang bersantap . namun , ketika tiba jam makan siang rumah makan ini penuh dengan para warga kota bandung . banyak nya warga kota bandung yang tiba untuk makan siang menggambarkan bahwa tempat ini merupakan rumah makan favorit di kota bandung .",Positif
"sirloin nya enak , empuk dan gampang digigit dan dikunyah . tapi tenderloin nya not jadi bagus < / 3 but their es krim though , enak aku pernah pesan yang coklat meleleh begitu tapi lupa nama nya apa , dan itu benar-benar tidak terlupakan , wajib coba ! tempat nya enak , pelayanan nya juga cepat , suka",Positif
"hanya ada di bandung bubur ayam dengan porsi besar dan rasa luar biasa berpadu dengan harga yang sangat hemat , yaitu bubur ayam h . amis ini . apabila melewati jalan padjadjaran bandung wajib mampir untuk sarapan , makan siang , atau bahkan makan malam untuk menutup hari dengan bubur ayam ini karena buka dari pagi hingga malam hari . rasa kaldu nya khas dan bubur nya padat .",Positif
kampung daun restoran di atas gunung dengan nuansa yang sangat alam . variasi makanan yang cukup banyak dengan harga termasuk di atas mid - rentang harga . dengan harga yang cukup di atas rata-rata rasa yang disajikan tidak sebanding dengan harga nya . mungkin harga makanan yang di kenakan mahal nuansa alam dan pemeliharaan yang tinggi untuk menjaga dan merawat nya .,Negatif
"di sini menu nya menyajikan makanan tradisional indonesia . rasanya lumayan enak , harga terjangkau , porsi nya cukup , dan tempat nya nyaman .",Positif
saya bersama teman datang ke restoran ini menjelang makan siang . yang menjadi spesial dari restoran ini adalah pemandangan yang indah dengan konsep di luar . untuk rasa makanan tergolong biasa saja dengan harga tidak terlalu mahal . kami beruntung waktu ke sana tidak harus antre jadi dengan bebas bisa mencoba beberapa meja yang cocok dengan pemandangan yang indah .,Positif
restoran ini terletak strategis di kota bandung daerah dago . tempat nya nyaman untuk kongkow dan melepas rasa lapar !,Positif
ngobrol bakal nyaman banget karena suasana nya yang dapat menciptakan ketenangan walaupun ramai dengan orang lain .,Positif
"cocok . ridwan kamil st dan charli st 12 , jadi penyanyi saja daripada jadi gubernur",Netral
awal nya sih skeptis saja melihat warung ini tapi gara-gara harus menunggu travel ke jakarta akhirnya singgah deh ke sini warung upnormal di cihampelas . dan ternyata . bukan hanya mi saja yang jual . saya coba nasi goreng enak . pisang goreng karamel . jadi favorit deh . lalu makan beragam nasi lain di lain waktu ternyata enak . : dan harga nya ramah di dompet .,Positif
"dikira hal tolol seperti begini tidak bakal merembet ke yogyakarta , ternyata memang banyak umat tolol juga di jogja",Negatif
ayam bakar dan penyet nya mantan tidak menyesal makan di sini . ditemani live musik lagi . mantan malam mingguan lagi dengan my wife,Positif
"kaum onta goblok goblok sih , jadi gampang di tipu sama aweh",Negatif
rasa sudah berubah tidak seperti dulu . terkesan hambar . harus di tingkatkan cita rasanya . untuk menu minuman sangat minim hanya ada soft drink,Negatif
sampai pemalang terus ada workshop dan briefing untuk persiapan . sempat ngobrol sama beberapa teman di sini dan ternyata mereka hebat-hebat semua buat produk dan juga kontribusi nya untuk jawa tengah . tidak salah kalau mereka cinta banget sama pak,Positif
rasa roti nya enak . variasi roti dan cemilan yang dijual banyak . harga standar . paling suka sama roti tawar nya . suka .,Positif
romantis . makanan nya enak dan menyenangkan . apalagi di caravan nya . kamar nya bersih dan menyenangkan pemandangan nya,Positif
"kami pergi ke nasi bancakan jam 3 sore dan ternyata di sana suasana nya masih ramai walau sudah bukan di jam makan siang . kesan pertama yang kami dapat adalah suasana nya sangat kekeluargaan . di depan pintu masuk , beberapa staf dengan ramah menyambut dan menunjukkan kepada tamu tempat antrean . yang unik piring yang digunakan adalah piring seng mengingatkan saya akan perkakas makan tempo jadul .",Positif
"kesellah mana parkir tidak benar bikin jalanan sempit doang lagi , giliran mobil nya baret misuh misuh menuduh sembarang orang",Negatif
"menu grill - nya enak-enak . suka banget sama saus , mashed potato baked potato - nya . kalau ke bandung lagi , wajib makan di sini . untuk harga , standar steak grilllah . rasa sebanding dengan harga . menurut saya suasana tempat nya cukup nyaman dan ada taman di bagian tengah nya . restoran yang wajib saya ku njungi kalau ke bandung lagi !:",Positif
"lumayan . suasana nya nyunda banget , pakai piring dan gelas seng , juga terdapat makanan pelengkap lainnya seperti kue balok , arumanis , es goyobod , karedok , bandros , dan lain-lain . pas deh dengan kantong mahasiswa .",Negatif
"ayo bakar alquran sampah , ayo bakar mesjid , ayo bakar agama islam agama anjing , yang berminat gabung hubungi saya di inbox minta pin bb karena saya ini sedang di kota makasar mau menjalankan aksi dengan para atheis dan liberal .",Netral
"memang parasit , sudah dibiarkan hidup di negara orang , masih saja belagu , tunggu saja jadi babi bakar macam tahun 65 dan 98 .",Negatif
gojek akan mulai membuka layanan mereka di beberapa negara asia tenggara .,Netral
"di restoran itu tersedia banyak pilihan makanan , mulai dari yang murah hingga yang mahal",Positif
"restoran ini mudah dicapai , dekaqt dazri tikungan jalan kelenteng , bandung . masakan yang sudah pernah saya coba adalah mi kepiting dengan nasi hainan campur spesial . mi nya boleh direkomendasikan jika mau cari mi yang sedikit beda , ada diberikan kondimen capit kepiting , namun unutk nasi campur hainan spesial nya , kelebihan cuma ada di sate babi nya dan chasiu babi nya . selebihnya saya lebih rekomendasi nasi hainan .",Positif
hasto sebut rival pdip di pilkada jatim halalkan segala cara,Netral
"pengunjung nya lebih banyak para trensetter yang hanya ingin hang out atau sekadar foto di tempat ini . tapi tempat ini lebih dari itu , beragam macam sebi yang ditampilkan di lantai dasar dan kedua sungguh menarik perhatian . selain itu di halaman luar juga banyak karya seni yang bisa diamati . pemandangan yang menyerukan mata , serta cuaca yang adem membuat tempat ini sangat disukai banyak orang .",Positif
di sini anda akan menemukan tempat yang sangat nyaman karena suasa yang sejuk belum lagi dengan suasana seperti dikampung,Positif
"untukj pertama kalinya kami masuk ketempat ini , untuk men cicipi masakan chinese makanan nya yang lengkap sekali . , tapi kami hanya memesan ikan gurame asam manis dan ifumie special saja . rasanya enak sekali .",Positif
mohon jadi bahan renungan agar pemerintahan menjadi lebih baik,Netral
makana nya cukup enak saya rasa . sewaktu berkunjung saya menikmati sup tomyan dengan nasi putih . rasanya tidak terlalu pedas namun masih gurih dan sedap . desain nya cocok sekali untuk yang pasangan ataupun yang sekadar me time karena cukup nyaman untuk bersantai .,Positif
"pelayanan nya memuaskan tetapi makanan nya biasa saja . nasi goreng oxtail nya terlalu manis . pasta jamur nya kurang enak - tidak asin . minuman nya ada 1 yang enak yang memakai lemon , soda , leci , dan madu . harga nya mahal .",Negatif
"lokasi agak jauh dari bandung tetapi cukup menarik untuk tempat makan dengan desain seperti di perkampungan dengan saung-saung dan ada sungai kecil yang mengalir . konsep yang ditawarkan adalah makan dengan suasana di pedesaan dengan makanan-makanan tradisional tetapi menurut saya konsep nya langsung dan kurang semarak . harga menurut saya tidak murah untuk rasa yang standar , tetapi cukup menarik untuk rekreasi bersama keluarga .",Positif
"diajakin teman waktu masih kuliah , kata nya sate nya enak ... tapi setelah dicoba kurang masuk sama selera saya ... hehe hanya my opinion",Negatif
program tidak ada manfaat nya bagi warga jakarta . dasar calon wakil gubernur paling lebay di pilkada tahun ini .,Netral
"jalan terjal menuju ke sana , bilamana mengendarai kendaraan sendiri agak sedikit kawatir dengan jalan yang sangat terjal dan sempit menuju ke restoran itu , saya sangat tidak menyarankan untuk pergi dimalam hari karena kondisi jalan yang tidak bisa kita prediksi kalau hujan tiba , mungkin licin . saya beserta rombongan ke . l 35 orang naik bus .",Negatif
"bubur ayam yang lumayan rekomendasi di sekitaran bandung , tempat nya strategis mudah dicari , harga nya tidak merogoh kantong , tempat nya selalu ramai didatangi pengunjung setiap hari kerja maupun akhir pekan karena rasanya yang enak .",Positif
saya pelanggan setia mi ini . terutama di cabang - nya yang di paskal hypersquare . mi - nya memang sangat enak . makanan andalan saya selain mi adalah pangsit goreng .,Positif
"hati-hati , ini adalah trik mereka untuk menutupi korupsi mereka .",Negatif
kasus edward soeryadjaya masih menemui jalan buntu,Netral
ikan bakar pak chi met waktu di btc dan sukajadi ramai sekali . dan enak . tapi yang sukajadi sudah tutup lama . dan pernah buka lagi di seberang sukajadi . akhirnya tutup juga . karena sepi pengunjung .,Positif
"pakai indosat bukan pelayanan , pakai telkomsel strip 1 , ingin marah : tolong ini masih di pulau jawa lo",Negatif
"kalau makan di sini sebaiknya duduk di bagian di luar . dari situ akan terlihat kepemandangan citylight nya yang bagus banget . selain itu , harga makanan di sini tergolong cukup mahal dibanding kafe-kafe di bandung , namun porsi makanan nya besar kok jadi cukup sepadan dengan yang kita bayar .",Positif
"jangan ajak aku ke kebun binatang lagi ya , aku bosan melihat kembaran kamu yang ada di sana",Negatif
kalau mau mengeluarkan uang banyak hanya untuk makan sate silakan datang ke sini . tapi kalau mau mencari makanan yang enak dengan harga normal jangan datang ke sini .,Negatif
"saya makan di cabang lembang . lumayan juga , yang jelas bersih tempat nya . buat penggemar bakso bisa dicobakan .",Positif
"dahulu , selalu mampir ke sini , harga oke , makanan oke , sate babi nya mantap sekarang , mungkin tanggal 3 juli 2016 kemarin menjadi saat terakhir ke sana , saya sangat kecewa , harga sekarang semakin mahal dibanding dengan rasa , tempat , kebersihan , apalagi disajikan sate babi bagian usus yang sudah asam rasanya",Negatif
"saya datang ke sini karena penasaran melihat beberapa ulasan dari trip advisor . pelayanan nya baik dan ramah . mereka cepat tanggap saat kami memerlukan . namun sangat disayangkan kenapa makanan nya lama sekali datang , setelah setengah jam kemudian makanan yang kami order baru datang , untuk minuman datang nya malah setelah makanan datang duluan . harus nya kan minuman nya dulu .",Negatif
"warpas adalah singkatan dari warung pasta . menu nya tidak hanya pasta tetapi juga beberapa camilan seperti calamari . pizza nya pun beragam jenis , ada yang asin dan manis",Positif
"menu nya simpel , pasta nya banyak pilihan rasa , tempat nya enakeun , minuman juga banyak pilihan , ada makanan penutup juga . tambah jadwal live musik harus nya biar makin kece .",Positif
jangan sebut aku cemburu pokok nya aku tidak suka,Negatif
orang isis membuat orang sakit theatau pangon jin apa pun yang dipegang sakit thelema maka penuh seton atau malaikat buatan .,Negatif
tempat nya benar-benar nyaman baik staf maupun interior nya . makanan nya pun lumayan beragam dan rasanya juga tidak mengecewakan . jangan lupa untuk mampir ke sini bila anda main ke lembang,Positif
"karena tempat nya nyaman dan fancy , ini pertama kalinya saya datang ke the 18th ternyata selain dari pemandangan nya bagus pelayana nya pun memuaskan . terima kasih s ya buat tyo server yang sudah direkomendasikan makanan nya , enak",Positif
aku sangat puas berbelanja di hypermart,Netral
"pikir beberapa tempat untuk makan malam romantis , jatuh ke padma hotel . selain tempat nya bagus , pemandangan oke , pelayanan nya juga cepat dan baik . apa lagi kemarin ke padma untuk momen special , tq untuk mbak echa yang sudah bantu untuk kejutan saya .",Positif
"salut , anies baswedan nyemplung kali sambil angkut lumpur",Negatif
"kalau untuk depok jawa barat , bagaimana cara jadi driver gojek ya .",Netral
"berlokasi di jalan . braga yang ramai , kiosk bagai oase di tengah kota . restaurant nya nyaman , banyak pohon-pohon , pelayanan baik , menu nya yang tradisional jajanan indonesia juga bervariasi . harga yang ditawarkan juga sangat terjangkau . menu yang patut dicoba adalah siomai tahu gejrot nya . hanya saja kadang kualitas makanan tidak standar rasa kadang bisa berbeda2 dari cabang kiosk lainnya .",Positif
"unggul hitung cepat di sumsel , herman deru minta dikawal rakyat",Netral
"kami dan keluarga baru pertama x ke sini untuk mencicipi khas masakan sunda nya . yang kami pesan ikan bakar , sayur asam yang khas sunda dan ada pepes nya juga . semua masakan nya enak-enak lho .",Positif
rasa steak nya enak namun harga nya tetap terjangkau . sayang nya untuk interior restoran ini agak kusam dan penerangan nya agak kurang gelap,Positif
"berharap bisa dapat di luar meja biar bisa dapat pemandangan oke , ternyata baru dibuka jam 3 private message , while kita ke sana untuk makan siang . zuppa sup nya enak . porsi makanan nya terlalu banyak untuk saya keluarga . harga nya cukup tinggi . jadi , hati-hati waktu order menu , jangan sampai berlebihan , sayang kan kalau tidak habis .",Negatif
jokowi adalah anak pki 100 % . gue bingung kata apa yang pantas disematkan untuk si joko babi .,Negatif
parah sih produk acer driver nya jelek banget,Negatif
"tempat nya di samping selatan stasiun bandung . sate nya enak , empuk dan bakar nya pas . tidak salah deh milih makan sate di sini . mau pilih sate hati juga ada . kalau ke bandung maulah mampir ke sini lagi",Positif
"selalu padat makanan cepat saji favorit dari anak muda ampe keluarga , ayam nya enak gede pas buat yang sudah keliling shopping , hanya agak sedikit lama saat mengantar dan menunggu pesanan mungkin karena banyak pesanan kali ya , setimpal dengan pocketlah .",Positif
ingin marah-marah rasanya sama indosat,Negatif
"salah satu resto yang memiliki konsep pedesaan klasik eropa , dengan musik jerman / belanda klasik yang mengiringi kita sepanjang kita bersantap membuat suasana semakin menarik untuk datang kembali ke resto ini daftar menu terdapat berbagai macam pilihan , terbanyak adalah makanan barat tetapi tidak perlu kawatir karena ada indonesian makanan dan asian makanan yang terdapt di resto ini , secara umum makan nya sudah sesuai .",Positif
tidak bersyukur,Negatif
ceria,Positif
"pertama kali ke tempat ini , reservasi dan dapat nomor 3 . minta tempat dengan kursi dan naik tangga tidak tinggi karena ada yang lutut nya sedang sakit . menunggu hampir 40 menit tanpa kepastian . saya batalkan . tadinya tidak mau beri rating 1 karena memang mungkin ramai dan permintaan saya khusus , jadi sulit . eh mbak nya bilang , kalau bapak kelamaan menunggu , bisa duduk di kopi .",Negatif
"lokasi di kebon kelapa , ada beberapa tempat yang berdekatan . rumah makan ini selalu ramai pengunjung , menu prasmanan ala sunda . sambal dadak nya mantap banget enak banget . selalu ingin mampir ke sini kalau ke bandung .",Positif
tempat nya asik untuk meet naik sama teman-teman lama atau pacar . wajib coba ke sinii . tempat nya mudah di jangkau . pelayan nya ramah-ramah . makanan nya enak terutama pizza dan makanan indonesia nya enak banget .,Positif
"menimkati indomie dengan level yang berbeda menu favorit saya : indomie upnormal : indomie kuah keju yang gurih dengan daging asap dan telur dadar latte : rasa hazelnut dan green tea harga nya masih masuk akal , makan minum = di bawah harga starback : tersedia wifi dan promo payment menggunakan triliun - cash",Positif
fpi adalah kelompok yang tidak suka dengan demokrasi bikin hancur nkri,Negatif
"lokasi nya mudah dicapai , dari jalan banda sebelah heritage outlet menyusuri jalan progo sampai ke ujung bertemu jalan cimanuk . tempat nya nyaman dan nuansa nya sejuk . wifi nya lumayan kencang . main course yang kami coba : fish chips , triple decker sandwich dessert : peach waffle dan lupa nama nya tetapi ada saus bluberry ice cream almond kopi : kilamangiro kopi es beraroma .",Positif
"lomie beda dari yang lain berkuah bening , enak sekali apabila ditambah dengan usus goreng , jangan lupa beli liang teh",Positif
"kok ada ya manusia model begini . gue mungkin banyak dosa , tapi kalau urusan begini mah gue berhak marah .",Negatif
fpi memang bajingan anjing ulama bangsat,Negatif
"siapa yang tidak tahu dan tidak suka mi instan ini ? tapi di sini mi instan ini di sajikan dengan berbagai macam variasi , harus coba menu indomie upnormal . semua orang pasti suka .",Negatif
"kebetulan lokasi ini kebanggaan dengan rumah tinggal saya , secara pribadi dan keluarga sering makan di sini , bersih , harga wajar dan rasanya enak pas buat di lidah saya dan keluarga",Positif
jangan obrolan hanya ketika kamu bosan . aku bukan hiburan mu .,Negatif
"silakan ku njungi kedai kita buat yang kemarin cari handphone advan , xiaomi redmi 4a dan nokia 150",Netral
"yang terhormat mau curhat , saya baru beli redmi 5 3 / 32 garansi tim tadi siang . baru intel-intel aplikasi , ini barusan layar nya bank hitam , kondisi hidup , di telepon mau . saya pencet tombol hanya getar saja .",Netral
rusmadi duduki posisi tertinggi hasil survei non kader golkar kaltim - kumparan,Netral
tidak / enggak / tidak suka,Negatif
wow ini indomie keju nya banyak amat sampai susah mengadukan nya . rasanya seperti indomie biasa hanya tambahan keju nya yang luar biasa banyak makan keju pakai mi minuman nya stmj,Negatif
"layanan di sini ramah , selain itu meja-meja nya cepat dibersihkan . menu nya juga enak dan selalu segar sehingga membuat kita lahap . sebagai tambahan , sering ada promosi khusus .",Positif
"hai pribumi-pribumi , para nasionalis sejati , pecinta nkri , pecinta pancasila , bhinneka tunggal ika , sumbu pemuda . kita segera serentak bersama-sama bersihkan diri lahir batin untuk melawan cinaisasi di negara ini karena cina-cina sudah menjajah negara ini , menistakan bangsa ini dan menjerumuskan para perakat kerja di negara ini . kita para pribumi-pribumi militan dan pribumi-pribumi nasionalis harus bangkit dan melawan cinaisasi di negara ini . ayo bersama saya serentak bergerak dan bangkit melawan cina cina itu .",Positif
"berada di sudut perempatan jalan naripan , bakmi naripan ini sangat terkenal dan selalu ramai oleh pengunjung . terlebih saat akhir pekan atau musim liburan , restoran ini tidak pernah sepi . menu pilihan paling favorit tentu saja bakmi yamin dan bakmi biasa . rasa kaldu nya pada kuah nya sungguh kental dan nikmat serta hangat .",Positif
saya lihat banyak kebaikan yang pak prabowo lakukan,Negatif
"makanan nya enak-enak dan harga terjangkau , kurang 1 star karena terlalu banyak micin . makanan yang harus dipesan : kangkung hot plate , udang gulung , kodok goreng mentega .",Positif
"kalian tahu ? kino selalu senyum melihat universe pas per recording hari ini padahal dia tahu news itu bakalan keluar dan hiu ? kita tahu sendiri dia jelek banget akting nya , tidak bisa menyembunyikan sesuatu . iya , dia diam saja selama per recording hari ini . sedih ? banget .",Negatif
malaysia pecundang berani dinegara nya saja . gua bakar lu anjing malaysia,Negatif
"di kfc makanan favorit saya adalah ayam goreng yang biasa bukan yang renyah seperti kebanyakan orang , bumbu nya begitu meresap hingga ke dalam daging ayam , tidak pernah bosan makan di sini .",Positif
saya semakin membenci jne karena pengiriman nya selalu telat,Negatif
saya pergi pada hari senin bersama keluarga dan kami sangat menikmati suasana di dusun bambu ini . tempat sangat unik dan saya sangat tertarik untuk mencoba menginap di penginapan nya . udara nya sangat segar dan sejuk dan suasana nya sangat menyenangkan . saya juga sangat menghargai hadiah pohon pancasila yang diberikan untuk setiap pengunjung . pohon nya sangat unik dan menunjukkan kepedulian akan kelestarian lingkungan .,Positif
"nasi campur terkenal di bandung , info nya nasi campur pertama di bandung . mengandung b2 . rasa standar nasi campur . ada babi merah , babi panggang , sate babi manis , bakso goreng , jerohan manis . layanan tidak ramah , maklum masih generasi tua yang beraksi . lokasi makan lumayan bersih tapi tidak berat",Negatif
tempat makan ini menyediakan roti bakar dan indomie . keju yang menumpuk sangat banyak merupakan ciri khas di sini . saya suka sekali .,Positif
"lunch di the reastaurant padma bener2 jempol banget deh . bukan makanan nya yang top banget , pemandangan nya juga keren dengan nyaman banget jadi ingin balik lagi . terima kasih buat mbak vena sama mbak desi untuk info sama ramah pelayanan nya .",Positif
"restoran ini berada di jalan braga , dekat seberang nya braga citiwalk . menyajikan masakan nusantara . ayam penyet nya juara ! sambel nya enak dan banyak .",Positif
"suasana resto sangat sederhana , dibuat selayaknya sebuah rumah sunda . ada meja dengan bangku kayu sederhana maupun lesehan tanpa meja . resto tidak beri ac mungkin karena udara bandung yang sejuk tidak membuat resto tes panas / gerah . parkir sangat terbatas dengan jukir yang tidak berpengalaman sehingga membuat saya menyerempet mobil sebelah . antrean tidak begitu panjang saat kami datang pakai 12 untuk makan .",Negatif
"bandung terkenal akan sorga nya penggemar kuliner , minuman dan masakan yang berbagai jenis dan khas ada di kota bandung , mulai restoran kaki lima sampai restoran kelas bintang . ada yang menarik dari rm sari sunda ini , adalah pinggiran jalan raya by pass - soekarno hatta , dekat jalan tol buah batu atau tol moch toha , keunggulan-keunggulan lainnya adalah tempat sangat besar dan luas , dengan fasilitas kolam ikan , tempat bermain untuk anak / keluarga , ada taman .",Positif
demokrat ungkap ketakadilan aparat penegak hukum di pilkada 2017,Netral
tempat nya nyaman tenang dan enak . bisa untuk foto-foto . santai bersama keluarga menikmati angin sepoi sepoi .,Positif
"nyobain yang di pvj , pesan crab pasta . agak amis , pas datang spageti nya dingin terus minta tolong dihangatkan lagi . kayak nya kalau siang perlu menyalakan lilin karena kemarin pas kebagian banyak lalat . es lychee tea enak , cuma es nya kurang banyak sedikit lagi . harga ? untuk spaghetti kisaran 70ribuan , sedangkan ice lychee tea sekitar 30 rban",Negatif
restauran ini mengusung tema jadoel zaman cina peranakan dulu . terlihat dari dekorasi di dalam nya . menu favorit : nasi goreng dan kerupuk banjoer . mereka juga menjual cemilan makanan ringan zaman tempo dulu,Positif
"mengunjungi tempat ini di saat makan siang , ternyata saya adalah pengunjung di saat waktu makan siang , kemudian ada satu keluarga terdiri empat orang datang setelah satu jam bercengkrama dengan santapan yang dikatakan favorit . menu favorit yang diandalkan adalah puyuh perancis yang digoreng yang bisa dipilih satu dari sebelas varian yang ada .",Positif
"mampir ke bandung , tepat nya di daerah sukajadi harus nyobain ramen di sini . tempat parkir yang luas , tempat makan yang ramai . di sini enak buat mengobrol santai . dan satu lagi thai itu nya enak .",Positif
"saya membawa grup ke restoran ini pada tanggal 10 desember 2015 . masuk ke restoran ini pada pukul 18:00 . sungguh moment yang pas sekali , setelah lelah penuh hari tour di area lembang lalu kami masuk ke tempat ini bagaikan menemukan surga . suasana alam yang sejuk dan romantis . kami mendapatkan tempat di atas air terjun , sungguh menambah selera makan dan membangkitkan mood .",Positif
"ibu rohmah minimal transaksi transfer ke sesama rek mandiri atau pun ke rek bank lain minimal rp 1 , - . terima kasih nida",Netral
"gojek . grab makanan nya tidak lengkap , driver nya galak , sama harga ride nya lebih mahal dari gojek .",Negatif
"makan di sini nyaman , tempat romantis dan nyaman . pemandangan juga bagus dan saya senang di sini . menu juga enak-enak dan banyak pilihan .",Positif
"saya sering banget ke sini . makanan nya enak , harga nya terjangkau . menu favorit saya : udang bakar pedas dan tumis kangkung balasan rekomendasi . kepiting lada hitam nya juga lumayan enak .",Positif
sangat lambat respons . tidak sesuai deskripsi .,Negatif
"lumayan enak , pelayanan juga bagus , hanya saja tempat nya kurang bersih . untuk ke tempat nya agak susah karena rawan macet . jadi berpikir dua kali kalau mau kembali ke sini .",Negatif
"hobi belanja online ? ke tokopedia yuk , cuma dengan rp . 5000 bisa nikmati potongan 25 % untuk pembelian pizza atau potongan rp . 30.000 untuk pembelian paket hemat penukaran terbatas hanya sampai dengan 7 jan 18",Netral
kasihan tidak ada yang mau mengusulkan puan di caleg nanti,Negatif
pesan sosis bratwurst . rasanya lumayan . porsi nya standar hehe . tempat nya nyaman bisa buat kumpul sama teman-teman,Positif
kelompok bersenjata berkostum mariachi tewaskan 4 orang,Netral
aroma nya sudah tercium dari jauh tak sabar ingin segera melahap nya inilah soto ojolali bandung benar-benar beda ayo dicoba . selamat mencoba ya kalau ke bandung ingat soto ojolali bandung .,Positif
